"AIRCRAFT","CALLSIGN","DESTINATIONAIRPORT","ICAO24","ID","LASTOBSERVATION","ORIGINAIRPORT","ORIGINCOUNTRY","SPOTTEDDATE","SPOTTEDPL","UUID"
"reg: N858GT, hex: ABC5B8, airline: Polar Air Cargo, model: B747-87UF","PAC9601 ","","abc5b8","312","2022-05-16 11:53:55.431","RKSI","United States","2022-05-16 11:53:55.431","false",""
"reg: HL-7623, hex: 71BE23, airline: Korean Air, model: B747-8B5F","KAL214  ","KSFO","71be23","313","2022-05-16 11:58:17.624","KLAX","Republic of Korea","2022-05-16 11:58:17.624","false",""
"reg: N408MC, hex: A4CB6F, airline: Atlas Air, model: B747-47UF","GTI515  ","PANC","a4cb6f","314","2022-05-16 11:58:56.864","KBNA","United States","2022-05-16 11:58:56.864","false",""
"reg: 9V-SFQ, hex: 76CCD1, airline: Singapore Airlines, model: B747-412F","SIA7974 ","KLAX","76ccd1","315","2022-05-16 12:00:37.037","PANC","Singapore","2022-05-16 12:00:37.037","false",""
"reg: JA14KZ, hex: 846A5B, airline: NCA - Nippon Cargo Airlines, model: B747-8KZF","NCA101  ","RJAA","846a5b","316","2022-05-16 12:01:27.922","KLAX","Japan","2022-05-16 12:01:27.922","false",""
"reg: N624UP, hex: A826E9, airline: UPS, model: B747-8F","UPS56   ","PHNL","a826e9","317","2022-05-16 12:02:17.992","KSDF","United States","2022-05-16 12:02:17.992","false",""
"reg: LX-VCG, hex: 4D0107, airline: Cargolux, model: B747-8R7F","CLX42A  ","ELLX","4d0107","318","2022-05-16 12:13:24.09","KMIA","Luxembourg","2022-05-16 12:13:24.09","false",""
"reg: N407KZ, hex: A4C79B, airline: Atlas Air, model: B747-4KZFSCD","GTI7108 ","KLAX","a4c79b","319","2022-05-16 12:13:24.09","RJAA","United States","2022-05-16 12:13:24.09","false",""
"reg: 4K-BCI, hex: 600B23, airline: Silk Way West, model: B747-467F","AZG7702 ","","600b23","320","2022-05-16 12:14:16.339","EDFH","Azerbaijan","2022-05-16 12:14:16.339","false",""
"reg: JA15KZ, hex: 846DEF, airline: NCA - Nippon Cargo Airlines, model: B747-8KZF","NCA051  ","PANC","846def","321","2022-05-16 12:14:55.392","LIMC","Japan","2022-05-16 12:14:55.392","false",""
"reg: B-LJF, hex: 780A28, airline: Cathay Pacific, model: B747-867F","CPA2084 ","VHHH","780a28","322","2022-05-16 12:15:37.6","PANC","China","2022-05-16 12:15:37.6","false",""
"reg: LX-ECV, hex: 4D0115, airline: Cargolux, model: B747-4HQFER","CLX6741 ","","4d0115","323","2022-05-16 12:15:37.601","SBKP","Luxembourg","2022-05-16 12:15:37.601","false",""
"reg: LX-VCN, hex: 4D0118, airline: Cargolux, model: B747-8R7F","CLX7007 ","","4d0118","324","2022-05-16 12:17:02.261","VTBS","Luxembourg","2022-05-16 12:17:02.261","false",""
"reg: N429MC, hex: A51E24, airline: Atlas Air, model: B747-481BCF","GTI9533 ","SCEL","a51e24","325","2022-05-16 12:17:50.221","KMIA","United States","2022-05-16 12:17:50.221","false",""
"reg: N412MC, hex: A4DCA4, airline: Atlas Air, model: B747-47UF","GTI8691 ","","a4dca4","326","2022-05-16 12:17:50.221","RKSI","United States","2022-05-16 12:17:50.221","false",""
"reg: N487MC, hex: A603B0, airline: Atlas Air, model: B747-45EFSCD","GTI8794 ","KJFK","a603b0","327","2022-05-16 12:21:29.468","PANC","United States","2022-05-16 12:21:29.468","false",""
"reg: B-LIB, hex: 780218, airline: Cathay Pacific, model: B747-467ERF","CPA3132 ","VHHH","780218","328","2022-05-16 12:22:17.83","VOMM","China","2022-05-16 12:22:17.83","false",""
"reg: HL-7623, hex: 71BE23, airline: Korean Air, model: B747-8B5F","KAL214  ","KSFO","71be23","329","2022-05-16 12:23:44.75","KLAX","Republic of Korea","2022-05-16 12:23:44.75","false",""
"reg: N496MC, hex: A62778, airline: Atlas Air, model: B747-47UF","GTI8763 ","PANC","a62778","330","2022-05-16 12:24:24.207","VHHH","United States","2022-05-16 12:24:24.207","false",""
"reg: LX-VCL, hex: 4D0116, airline: Cargolux, model: B747-8R7F","CLX5926 ","OMDW","4d0116","331","2022-05-16 12:24:24.196","ELLX","Luxembourg","2022-05-16 12:24:24.196","false",""
"reg: TC-ACM, hex: 4B846D, airline: Qatar Airways, model: B747-428FER","QTR8408 ","VHHH","4b846d","332","2022-05-16 12:31:13.219","WSSS","Turkey","2022-05-16 12:31:13.219","false",""
"reg: N406KZ, hex: A4C3E4, airline: Atlas Air, model: B747-4KZFSCD","GTI8102 ","KDFW","a4c3e4","333","2022-05-16 12:32:04.709","PANC","United States","2022-05-16 12:32:04.709","false",""
"reg: B-LID, hex: 78021A, airline: Cathay Pacific, model: B747-467ERF","CPA3141 ","VOBL","78021a","334","2022-05-16 12:32:04.71","VHHH","China","2022-05-16 12:32:04.71","false",""
"reg: N258SN, hex: A276D3, airline: Western Global, model: B747-47UF","WGN9258 ","KSHV","a276d3","335","2022-05-16 12:32:04.71","KLAX","United States","2022-05-16 12:32:04.71","false",""
"reg: 9V-SFQ, hex: 76CCD1, airline: Singapore Airlines, model: B747-412F","SIA7974 ","KLAX","76ccd1","336","2022-05-16 12:36:34.38","PANC","Singapore","2022-05-16 12:36:34.38","false",""
"reg: B-18701, hex: 899015, airline: China Airlines, model: B747-409F","CAL5322 ","PANC","899015","337","2022-05-16 12:36:34.38","RCTP","Taiwan","2022-05-16 12:36:34.38","false",""
"reg: N452SN, hex: A57B27, airline: Western Global, model: B747-48EBDSF","WGN7555 ","KLAX","a57b27","338","2022-05-16 12:38:05.528","PANC","United States","2022-05-16 12:38:05.528","false",""
"reg: HL-7420, hex: 71BC20, airline: Asiana Airlines, model: B747-48EFSCD","AAR2911 ","RKSI","71bc20","339","2022-05-16 12:41:52.641","PANC","Republic of Korea","2022-05-16 12:41:52.641","false",""
"reg: N403KZ, hex: A4B8BF, airline: Kalitta Air, model: B747-481FSCD","CKS630  ","PANC","a4b8bf","340","2022-05-16 12:45:23.788","KJFK","United States","2022-05-16 12:45:23.788","false",""
"reg: B-LJB, hex: 780232, airline: Cathay Pacific, model: B747-867F","CPA3639 ","VVNB","780232","341","2022-05-16 12:52:25.246","VHHH","China","2022-05-16 12:52:25.246","false",""
"reg: LX-KCL, hex: 4D012D, airline: Cargolux, model: B747-4HAERF","CLX7987 ","","4d012d","342","2022-05-16 13:02:50.02","RKSI","Luxembourg","2022-05-16 13:02:50.02","false",""
"reg: 9V-SFO, hex: 76CCCF, airline: Singapore Airlines, model: B747-412F","SIA7343 ","","76cccf","343","2022-05-16 13:02:50.02","EHAM","Singapore","2022-05-16 13:02:50.02","false",""
"reg: N489MC, hex: A60B1E, airline: Atlas Air, model: B747-412FSCD","GTI8230 ","PANC","a60b1e","344","2022-05-16 13:03:44.277","VHHH","United States","2022-05-16 13:03:44.277","false",""
"reg: B-18709, hex: 89911D, airline: China Airlines, model: B747-409F","CAL5240 ","KORD","89911d","345","2022-05-16 13:06:17.368","PANC","Taiwan","2022-05-16 13:06:17.368","false",""
"reg: B-LJD, hex: 780A1C, airline: Cathay Pacific, model: B747-867F","CPA3742 ","RCTP","780a1c","346","2022-05-16 13:09:19.845","VHHH","China","2022-05-16 13:09:19.845","false",""
"reg: 9V-SFQ, hex: 76CCD1, airline: Singapore Airlines, model: B747-412F","SIA7974 ","KLAX","76ccd1","347","2022-05-16 13:10:10.227","PANC","Singapore","2022-05-16 13:10:10.227","false",""
"reg: OE-IFM, hex: 440A8C, airline: ASL Airlines Belgium, model: B747-4KZFSCD","TAY816  ","","440a8c","348","2022-05-16 13:15:51.513","UAAA","Austria","2022-05-16 13:15:51.513","false",""
"reg: B-18718, hex: 899104, airline: China Airlines, model: B747-409F","CAL5236 ","PANC","899104","349","2022-05-16 13:17:23.743","RCTP","Taiwan","2022-05-16 13:17:23.743","false",""
"reg: N573UP, hex: A75B5E, airline: UPS, model: B747-44AFSCD","UPS63   ","KSDF","a75b5e","350","2022-05-16 13:18:01.352","PANC","United States","2022-05-16 13:18:01.352","false",""
"reg: 4K-SW008, hex: 600BBE, airline: Silk Way West, model: B747-4R7F","AZG4956 ","","600bbe","351","2022-05-16 13:19:40.797","VTBS","Azerbaijan","2022-05-16 13:19:40.797","false",""
"reg: N715CK, hex: A98EDC, airline: ALS, model: B744","CKS651  ","KJFK","a98edc","352","2022-05-16 13:24:16.974","PANC","United States","2022-05-16 13:24:16.974","false",""
"reg: D-ABYG, hex: 3C4B27, airline: Lufthansa, model: B747-830","DLH418  ","KIAD","3c4b27","353","2022-05-16 13:26:33.568","EDDF","Germany","2022-05-16 13:26:33.568","false",""
"reg: B-LJL, hex: 780A6F, airline: Cathay Pacific, model: B747-867F","CPA3662 ","VHHH","780a6f","354","2022-05-16 13:27:18.603","VABB","China","2022-05-16 13:27:18.603","false",""
"reg: N936CA, hex: ACFC26, airline: National Airlines, model: null","NCR880  ","PANC","acfc26","355","2022-05-16 13:28:10.133","KMCO","United States","2022-05-16 13:28:10.133","false",""
"reg: LX-VCN, hex: 4D0118, airline: Cargolux, model: B747-8R7F","CLX7007 ","","4d0118","356","2022-05-16 13:34:40.103","VTBS","Luxembourg","2022-05-16 13:34:40.103","false",""
"reg: B-LJD, hex: 780A1C, airline: Cathay Pacific, model: B747-867F","CPA3742 ","RCTP","780a1c","357","2022-05-16 13:36:32.653","VHHH","China","2022-05-16 13:36:32.653","false",""
"reg: HL-7620, hex: 71BE20, airline: Asiana Airlines, model: B747-419BDSF","AAR587  ","EBBR","71be20","358","2022-05-16 13:39:28.26","KJFK","Republic of Korea","2022-05-16 13:39:28.26","false",""
"reg: N485MC, hex: A5FC42, airline: Atlas Air, model: B747-45EFSCD","GTI8628 ","RKSI","a5fc42","359","2022-05-16 13:40:28.186","PANC","United States","2022-05-16 13:40:28.186","false",""
"reg: D-ABYH, hex: 3C4B28, airline: Lufthansa, model: B747-830","DLH402  ","KEWR","3c4b28","360","2022-05-16 13:42:49.892","EDDF","Germany","2022-05-16 13:42:49.892","false",""
"reg: B-LIA, hex: 780217, airline: Cathay Pacific, model: B747-467ERF","CPA3768 ","VHHH","780217","361","2022-05-16 13:45:48.104","VIDP","China","2022-05-16 13:45:48.104","false",""
"reg: N452PA, hex: A57AD0, airline: Atlas Air, model: B747-46NF","GTI8419 ","RKSI","a57ad0","362","2022-05-16 13:45:48.103","KORD","United States","2022-05-16 13:45:48.103","false",""
"reg: LX-OCV, hex: 4D0140, airline: Cargolux, model: B747-4R7F","CLX8741 ","ZHCC","4d0140","363","2022-05-16 13:47:50.291","ELLX","Luxembourg","2022-05-16 13:47:50.291","false",""
"reg: B-18701, hex: 899015, airline: China Airlines, model: B747-409F","CAL5322 ","PANC","899015","364","2022-05-16 13:52:52.103","RCTP","Taiwan","2022-05-16 13:52:52.103","false",""
"reg: LX-VCM, hex: 4D0117, airline: Cargolux, model: B747-8R7F","CLX57L  ","","4d0117","365","2022-05-16 13:53:38.09","PANC","Luxembourg","2022-05-16 13:53:38.09","false",""
"reg: N404KZ, hex: A4BC76, airline: Atlas Air, model: B747-481FSCD","GTI7165 ","PANC","a4bc76","366","2022-05-16 13:55:12.197","KORD","United States","2022-05-16 13:55:12.197","false",""
"reg: N402KZ, hex: A4B508, airline: Kalitta Air, model: B747-481FSCD","CKS539  ","SBKP","a4b508","367","2022-05-16 13:55:12.198","KMIA","United States","2022-05-16 13:55:12.198","false",""
"reg: TC-ACR, hex: 4B8472, airline: Qatar Airways, model: null","QTR8201 ","EHAM","4b8472","368","2022-05-16 13:57:43.135","OTHH","Turkey","2022-05-16 13:57:43.135","false",""
"reg: HL-7423, hex: 71BC23, airline: Asiana Airlines, model: B747-48EBDSF","AAR242  ","KSEA","71bc23","369","2022-05-16 14:01:23.447","KDFW","Republic of Korea","2022-05-16 14:01:23.447","false",""
"reg: N512JN, hex: A669B2, airline: Western Global, model: MD-11 F","WGN3957 ","","a669b2","370","2022-05-16 14:02:32.579","RKSI","United States","2022-05-16 14:02:32.579","false",""
"reg: LX-ICL, hex: 4D012C, airline: Cargolux, model: B747-467F","CLX6701 ","SBKP","4d012c","371","2022-05-16 14:09:07.148","SBGL","Luxembourg","2022-05-16 14:09:07.148","false",""
"reg: LX-NCL, hex: 4D0131, airline: Cargolux, model: B747-4EVERF","CLX7974 ","","4d0131","372","2022-05-16 14:11:06.903","RCTP","Luxembourg","2022-05-16 14:11:06.903","false",""
"reg: N489MC, hex: A60B1E, airline: Atlas Air, model: B747-412FSCD","GTI8230 ","PANC","a60b1e","373","2022-05-16 14:11:51.558","VHHH","United States","2022-05-16 14:11:51.558","false",""
"reg: JA17KZ, hex: 847517, airline: NCA - Nippon Cargo Airlines, model: B747-8KZF","NCA203  ","VHHH","847517","374","2022-05-16 14:14:38.053","RJAA","Japan","2022-05-16 14:14:38.053","false",""
"reg: D-ABVX, hex: 3C4AD8, airline: Lufthansa, model: B747-430","DLH754  ","VOBL","3c4ad8","375","2022-05-16 14:15:29.545","EDDF","Germany","2022-05-16 14:15:29.545","false",""
"reg: B-18717, hex: 899103, airline: China Airlines, model: B747-409F","CAL5148 ","KORD","899103","376","2022-05-16 14:18:42.603","PANC","Taiwan","2022-05-16 14:18:42.603","false",""
"reg: LX-VCB, hex: 4D0101, airline: Cargolux, model: B747-8R7F","CLX7957 ","","4d0101","377","2022-05-16 14:19:36.722","WSSS","Luxembourg","2022-05-16 14:19:36.722","false",""
"reg: B-2476, hex: 78007F, airline: Air China LTD, model: B747-4FTFSCD","CAO1030 ","PANC","78007f","378","2022-05-16 14:19:36.722","KJFK","China","2022-05-16 14:19:36.722","false",""
"reg: N605UP, hex: A7DBA2, airline: UPS, model: B747-84AF","UPS72   ","PANC","a7dba2","379","2022-05-16 14:19:36.723","KSDF","United States","2022-05-16 14:19:36.723","false",""
"reg: D-ABYF, hex: 3C4B26, airline: Lufthansa, model: B747-830","DLH9871 ","","3c4b26","380","2022-05-16 14:23:44.035","","Germany","2022-05-16 14:23:44.035","false",""
"reg: N617UP, hex: A80A8F, airline: UPS, model: B747-8F","UPS59   ","KONT","a80a8f","381","2022-05-16 14:24:23.325","PANC","United States","2022-05-16 14:24:23.325","false",""
"reg: N853GT, hex: ABB325, airline: Polar Air Cargo, model: B747-87UF","PAC213  ","RJAA","abb325","382","2022-05-16 14:25:17.485","KCVG","United States","2022-05-16 14:25:17.485","false",""
"reg: B-LIC, hex: 780219, airline: Cathay Pacific, model: B747-467ERF","CPA3618 ","","780219","383","2022-05-16 14:27:15.372","VCBI","China","2022-05-16 14:27:15.372","false",""
"reg: OE-IFM, hex: 440A8C, airline: ASL Airlines Belgium, model: B747-4KZFSCD","TAY816  ","","440a8c","384","2022-05-16 14:28:32.609","UAAA","Austria","2022-05-16 14:28:32.609","false",""
"reg: N700CK, hex: A954CA, airline: Kalitta Air, model: B747-4R7F","CKS935  ","PANC","a954ca","385","2022-05-16 14:28:32.61","ZSOF","United States","2022-05-16 14:28:32.61","false",""
"reg: N570UP, hex: A75039, airline: UPS, model: B747-44AFSCD","UPS61   ","KSDF","a75039","386","2022-05-16 14:30:01.897","PANC","United States","2022-05-16 14:30:01.897","false",""
"reg: B-18718, hex: 899104, airline: China Airlines, model: B747-409F","CAL5236 ","PANC","899104","387","2022-05-16 14:35:08.171","RCTP","Taiwan","2022-05-16 14:35:08.171","false",""
"reg: D-ABVM, hex: 3C4ACD, airline: Lufthansa, model: B747-430","DLH492  ","CYVR","3c4acd","388","2022-05-16 14:35:48.146","EDDF","Germany","2022-05-16 14:35:48.146","false",""
"reg: N708CK, hex: A97282, airline: Kalitta Air, model: B747-4B5BCF","CKS901  ","KORD","a97282","389","2022-05-16 14:36:46.316","PANC","United States","2022-05-16 14:36:46.316","false",""
"reg: B-LIA, hex: 780217, airline: Cathay Pacific, model: B747-467ERF","CPA3768 ","VHHH","780217","390","2022-05-16 14:37:27.93","VIDP","China","2022-05-16 14:37:27.93","false",""
"reg: JA13KZ, hex: 8466C7, airline: NCA - Nippon Cargo Airlines, model: B747-8KZF","NCA133  ","PANC","8466c7","391","2022-05-16 14:44:40.817","KORD","Japan","2022-05-16 14:44:40.817","false",""
"reg: D-ABTK, hex: 3C4A8B, airline: Lufthansa, model: B747-430","DLH464  ","KMCO","3c4a8b","392","2022-05-16 14:45:55.979","EDDF","Germany","2022-05-16 14:45:55.979","false",""
"reg: N710CK, hex: A97C49, airline: Kalitta Air, model: B747-4B5FSCD","CKS856  ","RKSI","a97c49","393","2022-05-16 15:01:16.425","KCVG","United States","2022-05-16 15:01:16.425","false",""
"reg: N412MC, hex: A4DCA4, airline: Atlas Air, model: B747-47UF","GTI8692 ","PANC","a4dca4","394","2022-05-16 15:02:39.796","VHHH","United States","2022-05-16 15:02:39.796","false",""
"reg: B-LIB, hex: 780218, airline: Cathay Pacific, model: B747-467ERF","CPA3132 ","VHHH","780218","395","2022-05-16 15:07:24.563","VOMM","China","2022-05-16 15:07:24.563","false",""
"reg: N408MC, hex: A4CB6F, airline: Atlas Air, model: B747-47UF","GTI515  ","PANC","a4cb6f","396","2022-05-16 15:07:24.563","KBNA","United States","2022-05-16 15:07:24.563","false",""
"reg: D-ABVY, hex: 3C4AD9, airline: Lufthansa, model: B747-430","DLH470  ","CYYZ","3c4ad9","397","2022-05-16 15:10:50.819","EDDF","Germany","2022-05-16 15:10:50.819","false",""
"reg: D-ABYQ, hex: 3C4B31, airline: Lufthansa, model: B747-830","DLH713  ","EDDF","3c4b31","398","2022-05-16 15:15:44.521","RKSI","Germany","2022-05-16 15:15:44.521","false",""
"reg: D-ABYN, hex: 3C4B2E, airline: Lufthansa, model: B747-830","DLH498  ","MMMX","3c4b2e","399","2022-05-16 15:16:31.85","EDDF","Germany","2022-05-16 15:16:31.85","false",""
"reg: LX-SCV, hex: 4D0128, airline: Cargolux, model: B747-4R7F","CLX83N  ","LIMC","4d0128","400","2022-05-16 15:17:49.501","KLAX","Luxembourg","2022-05-16 15:17:49.501","false",""
"reg: 4K-SW888, hex: 600B21, airline: Silk Way West, model: B747-4R7F","AZG7704 ","","600b21","401","2022-05-16 15:21:30.304","EDFH","Azerbaijan","2022-05-16 15:21:30.304","false",""
"reg: JA18KZ, hex: 8478AB, airline: NCA - Nippon Cargo Airlines, model: B747-8KZF","NCA134  ","KORD","8478ab","402","2022-05-16 15:23:59.365","PANC","Japan","2022-05-16 15:23:59.365","false",""
"reg: 9V-SFQ, hex: 76CCD1, airline: Singapore Airlines, model: B747-412F","SIA7974 ","KLAX","76ccd1","403","2022-05-16 15:24:41.785","PANC","Singapore","2022-05-16 15:24:41.785","false",""
"reg: N403KZ, hex: A4B8BF, airline: Kalitta Air, model: B747-481FSCD","CKS630  ","PANC","a4b8bf","404","2022-05-16 15:24:41.785","KJFK","United States","2022-05-16 15:24:41.785","false",""
"reg: 9V-SFO, hex: 76CCCF, airline: Singapore Airlines, model: B747-412F","SIA7343 ","WSSS","76cccf","405","2022-05-16 15:27:14.279","EHAM","Singapore","2022-05-16 15:27:14.279","false",""
"reg: N406KZ, hex: A4C3E4, airline: Atlas Air, model: B747-4KZFSCD","GTI8102 ","KDFW","a4c3e4","406","2022-05-16 15:28:28.393","PANC","United States","2022-05-16 15:28:28.393","false",""
"reg: D-ABTL, hex: 3C4A8C, airline: Lufthansa, model: B747-430","DLH422  ","KBOS","3c4a8c","407","2022-05-16 15:30:13.212","EDDF","Germany","2022-05-16 15:30:13.212","false",""
"reg: N412MC, hex: A4DCA4, airline: Atlas Air, model: B747-47UF","GTI8692 ","PANC","a4dca4","408","2022-05-16 15:31:57.726","VHHH","United States","2022-05-16 15:31:57.726","false",""
"reg: B-LIC, hex: 780219, airline: Cathay Pacific, model: B747-467ERF","CPA3618 ","","780219","409","2022-05-16 15:34:28.985","VCBI","China","2022-05-16 15:34:28.985","false",""
"reg: LX-VCC, hex: 4D0102, airline: Cargolux, model: B747-8R7F","CLX74K  ","ELLX","4d0102","410","2022-05-16 15:35:38.093","KIAH","Luxembourg","2022-05-16 15:35:38.093","false",""
"reg: N700CK, hex: A954CA, airline: Kalitta Air, model: B747-4R7F","CKS935  ","KORD","a954ca","411","2022-05-16 15:38:21.514","PANC","United States","2022-05-16 15:38:21.514","false",""
"reg: B-LJL, hex: 780A6F, airline: Cathay Pacific, model: B747-867F","CPA3662 ","VHHH","780a6f","412","2022-05-16 15:39:01.272","VABB","China","2022-05-16 15:39:01.272","false",""
"reg: JA18KZ, hex: 8478AB, airline: NCA - Nippon Cargo Airlines, model: B747-8KZF","NCA134  ","KORD","8478ab","413","2022-05-16 15:40:09.976","PANC","Japan","2022-05-16 15:40:09.976","false",""
"reg: N857GT, hex: ABC201, airline: Polar Air Cargo, model: B747-87UF","PAC9693 ","RKSI","abc201","414","2022-05-16 15:42:38.102","KLAX","United States","2022-05-16 15:42:38.102","false",""
"reg: N745CK, hex: AA0559, airline: Kalitta Air, model: B747-246B","CKS813  ","PANC","aa0559","415","2022-05-16 15:45:55.063","ZHCC","United States","2022-05-16 15:45:55.063","false",""
"reg: N611UP, hex: A7F445, airline: UPS, model: B747-8F","UPS64   ","RCTP","a7f445","416","2022-05-16 15:46:33.068","PANC","United States","2022-05-16 15:46:33.068","false",""
"reg: N707CK, hex: A96ECB, airline: Kalitta Air, model: B747-4B5BCF","CKS204  ","KATL","a96ecb","417","2022-05-16 18:34:22.6","EHAM","United States","2022-05-16 18:34:22.6","true",""
"reg: N707CK, hex: A96ECB, airline: Kalitta Air, model: B747-4B5BCF","CKS203  ","","a96ecb","418","2022-05-16 19:20:03.634","EPRZ","United States","2022-05-16 19:20:03.634","true",""
"reg: D-ABYH, hex: 3C4B28, airline: Lufthansa, model: B747-830","DLH403  ","EDDF","3c4b28","419","2022-05-17 02:05:47.681","KEWR","Germany","2022-05-17 02:05:47.681","false",""
"reg: D-ABVY, hex: 3C4AD9, airline: Lufthansa, model: B747-430","DLH471  ","EDDF","3c4ad9","420","2022-05-17 02:05:47.683","CYYZ","Germany","2022-05-17 02:05:47.683","false",""
"reg: N477MC, hex: A5DC31, airline: Atlas Air, model: B747-47UF","GTI56   ","KMIA","a5dc31","421","2022-05-17 02:05:47.684","KRSW","United States","2022-05-17 02:05:47.684","false",""
"reg: D-ABTL, hex: 3C4A8C, airline: Lufthansa, model: B747-430","DLH423  ","EDDF","3c4a8c","422","2022-05-17 02:05:47.684","KBOS","Germany","2022-05-17 02:05:47.684","false",""
"reg: N401KZ, hex: A4B151, airline: Kalitta Air, model: B747-481FSCD","CKS812  ","PANC","a4b151","423","2022-05-17 02:05:47.687","KMIA","United States","2022-05-17 02:05:47.687","false",""
"reg: N487MC, hex: A603B0, airline: Atlas Air, model: B747-45EFSCD","GTI8795 ","PANC","a603b0","424","2022-05-17 02:05:47.687","KJFK","United States","2022-05-17 02:05:47.687","false",""
"reg: N617UP, hex: A80A8F, airline: UPS, model: B747-8F","UPS59   ","PANC","a80a8f","425","2022-05-17 02:05:47.69","VHHH","United States","2022-05-17 02:05:47.69","false",""
"reg: N852GT, hex: ABAF6E, airline: Polar Air Cargo, model: B747-87UF","PAC916  ","KCVG","abaf6e","426","2022-05-17 02:05:47.692","PANC","United States","2022-05-17 02:05:47.692","false",""
"reg: N570UP, hex: A75039, airline: UPS, model: B747-44AFSCD","UPS61   ","PANC","a75039","427","2022-05-17 02:05:47.693","RCTP","United States","2022-05-17 02:05:47.693","false",""
"reg: N512JN, hex: A669B2, airline: Western Global, model: MD-11 F","WGN3951 ","PANC","a669b2","428","2022-05-17 02:05:47.694","RKSI","United States","2022-05-17 02:05:47.694","false",""
"reg: N742CK, hex: A9FA34, airline: Kalitta Air, model: B747-446(BCF)","CKS831  ","PANC","a9fa34","429","2022-05-17 02:19:21.379","ZGSZ","United States","2022-05-17 02:19:21.379","false",""
"reg: N607UP, hex: A7E310, airline: UPS, model: B747-8F","UPS71   ","KSDF","a7e310","430","2022-05-17 02:21:50.309","PANC","United States","2022-05-17 02:21:50.309","false",""
"reg: N605UP, hex: A7DBA2, airline: UPS, model: B747-84AF","UPS15   ","","a7dba2","431","2022-05-17 02:23:35.542","ZGSZ","United States","2022-05-17 02:23:35.542","false",""
"reg: N452PA, hex: A57AD0, airline: Atlas Air, model: B747-46NF","GTI617  ","PANC","a57ad0","432","2022-05-17 02:24:41.876","VHHH","United States","2022-05-17 02:24:41.876","false",""
"reg: N853GT, hex: ABB325, airline: Polar Air Cargo, model: B747-87UF","PAC214  ","RJGG","abb325","433","2022-05-17 02:27:33.422","RKSI","United States","2022-05-17 02:27:33.422","false",""
"reg: B-LJG, hex: 780A29, airline: Cathay Pacific, model: B747-867F","CPA080  ","VHHH","780a29","434","2022-05-17 02:28:11.403","PANC","China","2022-05-17 02:28:11.403","false",""
"reg: N496MC, hex: A62778, airline: Atlas Air, model: B747-47UF","GTI8763 ","KLAX","a62778","435","2022-05-17 02:31:01.24","PANC","United States","2022-05-17 02:31:01.24","false",""
"reg: N857GT, hex: ABC201, airline: Polar Air Cargo, model: B747-87UF","PAC9693 ","RKSI","abc201","436","2022-05-17 02:31:01.241","KLAX","United States","2022-05-17 02:31:01.241","false",""
"reg: N858GT, hex: ABC5B8, airline: Polar Air Cargo, model: B747-87UF","PAC998  ","KCVG","abc5b8","437","2022-05-17 02:33:51.441","PANC","United States","2022-05-17 02:33:51.441","false",""
"reg: N475MC, hex: A5D4C3, airline: Atlas Air, model: B747-47UF","GTI8629 ","PANC","a5d4c3","438","2022-05-17 02:35:08.057","ZUCK","United States","2022-05-17 02:35:08.057","false",""
"reg: N408MC, hex: A4CB6F, airline: Atlas Air, model: B747-47UF","GTI515  ","RKSI","a4cb6f","439","2022-05-17 02:37:03.897","PANC","United States","2022-05-17 02:37:03.897","false",""
"reg: N715CK, hex: A98EDC, airline: ALS, model: B744","CKS654  ","PANC","a98edc","440","2022-05-17 02:45:16.299","KJFK","United States","2022-05-17 02:45:16.299","false",""
"reg: N406KZ, hex: A4C3E4, airline: Atlas Air, model: B747-4KZFSCD","GTI8105 ","RKSI","a4c3e4","441","2022-05-17 02:46:32.366","KRFD","United States","2022-05-17 02:46:32.366","false",""
"reg: N402KZ, hex: A4B508, airline: Kalitta Air, model: B747-481FSCD","CKS538  ","KMIA","a4b508","442","2022-05-17 02:48:16.007","MPTO","United States","2022-05-17 02:48:16.007","false",""
"reg: N346UP, hex: A3D568, airline: UPS, model: B767-34AERF","UPS902  ","KSBD","a3d568","443","2022-05-17 02:48:16.007","PHNL","United States","2022-05-17 02:48:16.007","false",""
"reg: N623UP, hex: A82332, airline: UPS, model: B747-8F","UPS214  ","KSDF","a82332","444","2022-05-17 02:53:45.365","EDDK","United States","2022-05-17 02:53:45.365","false",""
"reg: N700CK, hex: A954CA, airline: Kalitta Air, model: B747-4R7F","CKS9700 ","KLAX","a954ca","445","2022-05-17 02:54:32.223","KORD","United States","2022-05-17 02:54:32.223","false",""
"reg: D-ABYO, hex: 3C4B2F, airline: Lufthansa, model: B747-830","DLH457  ","EDDF","3c4b2f","446","2022-05-17 02:57:56.868","KLAX","Germany","2022-05-17 02:57:56.868","false",""
"reg: LX-ICL, hex: 4D012C, airline: Cargolux, model: B747-467F","CLX6742 ","ELLX","4d012c","447","2022-05-17 02:59:12.771","SBKP","Luxembourg","2022-05-17 02:59:12.771","false",""
"reg: D-ABYD, hex: 3C4B24, airline: Lufthansa, model: B747-830","DLH400  ","KJFK","3c4b24","448","2022-05-17 12:32:46.032","EDDF","Germany","2022-05-17 12:32:46.032","false",""
"reg: D-ABYI, hex: 3C4B29, airline: Lufthansa, model: B747-830","DLH430  ","KORD","3c4b29","449","2022-05-17 12:32:46.032","EDDF","Germany","2022-05-17 12:32:46.032","false",""
